ID,HouseType,Size,MonthlyRentals,City,Sauna,Balcony,Address,Latitude,Longitude,Number_Of_Rooms
1281,kerrostalo,,930,Helsinki,0,1,"B nan, 00880, Helsinki",60.2059387,25.0448504,2
12845,kerrostalo,29.5,930,Helsinki,0,0,"Bahamankatu 8, 00220, Helsinki",60.155278,24.9098335,1
11517,kerrostalo,26.5,930,Helsinki,0,0,"Karibiankuja 4, 00220, Helsinki",,,1
3626,kerrostalo,28.5,930,Helsinki,0,0,"Livornonkatu 3, 00220, Helsinki",60.1579049,24.9149838,1
9865,kerrostalo,43.5,930,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
3077,kerrostalo,41,930,Helsinki,0,0,"Kristianinkatu 9, 00170, Helsinki",60.1757199,24.9574733,1
7219,kerrostalo,43,930,Helsinki,0,0,"Kulosaaren Puistotie, 00570, Helsinki",60.1880264,25.0018002,2
12994,kerrostalo,37.5,930,Helsinki,0,0,"Vattuniemenkatu 16a, 00210, Helsinki",60.1518588,24.88402571,1
5725,kerrostalo,30,930,Helsinki,0,1,"Huopalahdentie 19, 00330, Helsinki",60.2037254,24.8810838,1
5961,kerrostalo,41,930,Helsinki,0,0,"Hämeentie 62, 00500, Helsinki",60.1887254,24.9633847,1
1156,paritalo,39.5,930,Helsinki,0,0,"Ylä-Malmin tori, 00700, Helsinki",60.2523345,25.00886826,2
5177,rivitalo,41.5,931,Helsinki,0,0,"Juustenintie 6, 00410, Helsinki",60.2447842,24.86651056,2
3742,kerrostalo,54.9,933,Helsinki,0,0,"Myllymatkantie 1, 00920, Helsinki",60.2258152,25.06186893,2
11509,kerrostalo,29,935,Helsinki,0,0,"Karibiankuja 4, 00220, Helsinki",,,1
795,kerrostalo,49,935,Helsinki,1,0,"Limonadikuja 1, 00390, Helsinki",60.23813425,24.85075335,2
10492,kerrostalo,34,935,Helsinki,0,0,"Uutiskatu 3, 00240, Helsinki",60.20382255,24.92020937,1
1161,kerrostalo,58,935,Helsinki,0,0,"Halkaisijantie 5, 00980, Helsinki",60.20256615,25.12717026,2
2442,kerrostalo,53.5,937,Helsinki,0,0,"Hitsaajankatu 15, 00810, Helsinki",60.1929028,25.031618,2
3987,kerrostalo,38,937,Helsinki,1,0,"Yliskyläntie 2, 00840, Helsinki",60.18105695,25.05204003,2
16225,kerrostalo,59,937,Helsinki,0,0,"HENRIKINTIE 5, 00370, Helsinki",60.2260823,24.85022944,2
3341,kerrostalo,43,937,Helsinki,0,0,"Tankomäenkatu 9, 00950, Helsinki",60.22629705,25.12435996,2
10979,kerrostalo,49,939,Helsinki,0,0,"Keinulaudantie 7a, 00940, Helsinki",60.2361861,25.0816449,2
10994,kerrostalo,49,939,Helsinki,0,0,"Keinulaudantie 7a, 00940, Helsinki",60.2361861,25.0816449,2
10983,kerrostalo,,939,Helsinki,0,0,"Keinulaudantie 7a, 00940, Helsinki",60.2361861,25.0816449,2
10338,kerrostalo,53.5,939,Helsinki,0,0,"Piilikuja 4, 00700, Helsinki",60.25484995,25.0136135,2
7820,kerrostalo,50,939,Helsinki,0,0,"Piispantie 5, 00370, Helsinki",60.22939475,24.84149946,2
5657,kerrostalo,53,939,Helsinki,1,0,"Piispantie 5, 00370, Helsinki",60.22939475,24.84149946,2
11063,kerrostalo,56,939,Helsinki,0,0,"Klaavuntie 8-10, 00910, Helsinki",60.2126299,25.0955926,2
11092,kerrostalo,56,939,Helsinki,0,0,"Klaavuntie 8-10, 00910, Helsinki",60.2126299,25.0955926,2
6274,kerrostalo,53,939,Helsinki,0,0,"Otto Brandtin, 00650, Helsinki",60.2296734,24.9743163,2
4351,kerrostalo,37.5,940,Helsinki,0,0,"Alppikatu 8, 00530, Helsinki",60.185787,24.9485324,2
12478,kerrostalo,42,940,Helsinki,0,1,"Porvoonkatu 1, 00510, Helsinki",60.1884805,24.9525703,2
1419,kerrostalo,33.5,940,Helsinki,0,0,"Yhteiskouluntie 3, 00320, Helsinki",60.2130071,24.887936,1
11526,kerrostalo,29,940,Helsinki,0,0,"Karibiankuja 4, 00220, Helsinki",,,1
7648,kerrostalo,37.5,940,Helsinki,0,0,"Toinen linja, 00530, Helsinki",60.1804888,24.9512389,2
8363,omakotitalo,31,940,Helsinki,0,0,"Työmiehenkatu 2, 00180, Helsinki",60.1665525,24.9237461,2
10237,kerrostalo,37.5,940,Helsinki,0,0,"Kantelettarentie 15, 00420, Helsinki",60.24115855,24.88489816,1
5414,kerrostalo,40,940,Helsinki,0,0,"Luoteisväylä 26, 00200, Helsinki",60.1662808,24.85940989,2
7871,kerrostalo,42.6,940,Helsinki,0,0,"Munkkisaarenkatu 14, 00150, Helsinki",60.1570629,24.9305941,1
8047,kerrostalo,48.5,940,Helsinki,1,0,"Hiomotie 46, 00380, Helsinki",60.219596,24.869343,2
5863,kerrostalo,59,940,Helsinki,0,0,"Rälssintie 7, 00720, Helsinki",60.2409176,24.9862048,2
15159,luhtitalo,59,940,Helsinki,0,0,"Rälssintie 7, 00720, Helsinki",60.2409176,24.9862048,2
5222,kerrostalo,36,940,Helsinki,0,0,"Tulisuontie 1, 00820, Helsinki",60.20171935,25.06068807,1
472,kerrostalo,40,940,Helsinki,0,0,"Töölöntorinkatu 4, 00260, Helsinki",60.1782844,24.9246098,2
4896,kerrostalo,44.5,940,Helsinki,1,0,"Viljatie 7, 00700, Helsinki",60.2542888,25.01210571,2
1422,kerrostalo,41.5,943,Helsinki,0,0,"Gunillantie 22, 00870, Helsinki",60.1699976,25.03237706,2
4146,kerrostalo,53,943,Helsinki,0,0,"Kestikuja 1, 00650, Helsinki",60.23216365,24.97620037,2
1432,kerrostalo,33.5,945,Helsinki,0,0,"Yhteiskouluntie 3, 00320, Helsinki",60.2130071,24.887936,1
14795,kerrostalo,26,945,Helsinki,0,0,"Eteläinen Hesperiankatu, 00100, Helsinki",60.177482,24.9293506,1
14421,kerrostalo,29,945,Helsinki,0,0,"Töölönkatu 11-15, 00100, Helsinki",60.1768589,24.9292281,1
8933,kerrostalo,50,945,Helsinki,0,0,"Kauppakartanonkatu 7, 00930, Helsinki",60.2084012,25.08294745,2
11487,kerrostalo,,945,Helsinki,0,0,"Karibiankuja 4, 00220, Helsinki",,,1
11838,kerrostalo,56,945,Helsinki,0,0,"Palikkapolku 1, 00420, Helsinki",60.2376584,24.87593485,2
9633,kerrostalo,43,945,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
9814,kerrostalo,43.5,945,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
9820,kerrostalo,45.5,945,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
9822,kerrostalo,45.5,945,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
9839,kerrostalo,45.5,945,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
7574,kerrostalo,50,945,Helsinki,0,1,"Kivalterintie 23, 00640, Helsinki",60.23016015,24.95462212,2
108,kerrostalo,57,947,Helsinki,0,1,"Siilitie 18, 00800, Helsinki",60.2140005,25.03995161,2
10546,kerrostalo,49,947,Helsinki,0,0,"Retkeilijänkatu 3, 00980, Helsinki",60.2057486,25.1210827,2
5301,kerrostalo,35,948,Helsinki,0,0,"Uutiskatu 3, 00240, Helsinki",60.20382255,24.92020937,1
451,kerrostalo,57.5,948,Helsinki,0,0,"Kiillekuja 4, 00710, Helsinki",60.23228695,25.00691357,2
9708,omakotitalo,27.5,949,Helsinki,0,0,"Töölönkatu 11-15, 00100, Helsinki",60.1768589,24.9292281,1
7933,rivitalo,40.5,949,Helsinki,0,0,"Keinulaudantie 2c, 00940, Helsinki",60.2361861,25.0816449,2
6953,kerrostalo,59.5,949,Helsinki,0,0,"Piilikuja 4, 00700, Helsinki",60.25484995,25.0136135,2
3759,kerrostalo,,949,Helsinki,0,0,"Piilikuja 4, 00700, Helsinki",60.25484995,25.0136135,2
9141,rivitalo,52.5,949,Helsinki,0,0,"Kyläkirkontie 13, 00370, Helsinki",60.2246515,24.8427758,2
6855,kerrostalo,56,949,Helsinki,0,0,"Klaavuntie 8-10, 00910, Helsinki",60.2126299,25.0955926,2
9032,kerrostalo,56,949,Helsinki,0,0,"Klaavuntie 8-10, 00910, Helsinki",60.2126299,25.0955926,2
6709,kerrostalo,33,949,Helsinki,0,0,"Savilankatu 1b, 00250, Helsinki",60.1874164,24.9202591,1
5674,kerrostalo,35.5,949,Helsinki,0,0,"Kutomotie 12a, 00380, Helsinki",60.214396,24.87153745,1
4901,kerrostalo,53,949,Helsinki,0,0,"Otto Brandtin, 00650, Helsinki",60.2296734,24.9743163,2
6869,kerrostalo,53,949,Helsinki,0,0,"Otto Brandtin, 00650, Helsinki",60.2296734,24.9743163,2
8057,kerrostalo,45.5,949,Helsinki,1,0,"Pohjavedenkatu 10, 00980, Helsinki",60.2055994,25.1376518,2
14185,kerrostalo,46,950,Helsinki,1,0,"Vaniljakuja 3, 00990, Helsinki",60.2053082,25.154159,2
1977,kerrostalo,46,950,Helsinki,0,1,"Kauppalantie 10, 00320, Helsinki",60.2104973,24.89647377,2
11457,kerrostalo,29,950,Helsinki,0,0,"Karibiankuja 4, 00220, Helsinki",,,1
10710,kerrostalo,,950,Helsinki,0,0,"Vuorikatu 22, 00100, Helsinki",60.1728054,24.9471295,1
2772,kerrostalo,,950,Helsinki,0,0,"Aallonhalkoja 5, 00540, Helsinki",60.181824,24.979125,1
13129,kerrostalo,33,950,Helsinki,0,0,"Häämeentie 14, 00530, Helsinki",,,1
7792,kerrostalo,23,950,Helsinki,0,0,"Kanavakatu 1, 00160, Helsinki",60.16845275,24.95993224,1
9634,kerrostalo,43,950,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
9819,kerrostalo,43.5,950,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
9636,kerrostalo,45.5,950,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
9813,kerrostalo,45.5,950,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
9815,kerrostalo,45.5,950,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
9829,kerrostalo,45.5,950,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
10704,kerrostalo,27,950,Helsinki,0,0,"Meritulinkatu 13, 00170, Helsinki",,,1
10472,kerrostalo,62,950,Helsinki,1,0,"Koulutanhua 8, 00840, Helsinki",60.18027235,25.05495173,2
13176,kerrostalo,53,950,Helsinki,0,0,"Suonotkontie 4, 00630, Helsinki",60.2329147,24.9346094,2
8087,kerrostalo,65,950,Helsinki,0,0,"Saariseläntie 2, 00970, Helsinki",60.23799065,25.12111307,2
15504,paritalo,28.5,950,Helsinki,0,0,"Fredikanterassi 3, 00521, Helsinki",,,1
430,kerrostalo,44.5,950,Helsinki,0,1,"Tilkankatu 7, 00300, Helsinki",60.2035376,24.89281561,2
14659,rivitalo,48.5,950,Helsinki,0,0,"Klaavunpolku 2, 00910, Helsinki",60.2140724,25.0956562,2
2429,kerrostalo,20,950,Helsinki,0,0,"Hämeentie 33, 00500, Helsinki",60.1881642,24.9638871,1
3136,paritalo,41,950,Helsinki,0,0,"Mannerheimintie 110, 00250, Helsinki",60.190344,24.9143974,2
12750,kerrostalo,48,950,Helsinki,0,0,"Topeliuksenkatu 11, 00250, Helsinki",60.182565,24.9197104,2
3199,kerrostalo,34,950,Helsinki,0,0,"Tehtaankatu 12, 00140, Helsinki",60.1584639,24.9500287,1
549,kerrostalo,42,950,Helsinki,0,1,"Pukkilantie 4, 00650, Helsinki",60.2242938,24.97162416,2
2069,paritalo,60,950,Helsinki,0,0,"Halkaisijantie 5, 00980, Helsinki",60.20256615,25.12717026,2
6450,kerrostalo,60,950,Helsinki,0,0,"Halkaisijantie 5, 00980, Helsinki",60.20256615,25.12717026,2
11474,kerrostalo,46.5,950,Helsinki,0,0,"Kallvikintie 91, 00960, Helsinki",60.21886,25.1334252,2
3937,kerrostalo,56.5,950,Helsinki,1,0,"Purjetie 10, 00960, Helsinki",60.2187321,25.13117201,2
270,kerrostalo,49.5,951,Helsinki,0,0,"Taidemaalarinkatu 5, 00430, Helsinki",60.26175065,24.89069216,2
8179,kerrostalo,34.5,953,Helsinki,0,0,"Hämeentie 22, 00530, Helsinki",60.1824254,24.9562341,1
9630,kerrostalo,45.5,955,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
9835,kerrostalo,45.5,955,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
9720,kerrostalo,36,955,Helsinki,0,0,"Huopalahdentie 27, 00350, Helsinki",60.2067509,24.8796888,2
11471,kerrostalo,46.5,955,Helsinki,0,0,"Kallvikintie 91, 00960, Helsinki",60.21886,25.1334252,2
10252,kerrostalo,54,957,Helsinki,0,0,"KOKKOKALLIONTIE 1, 00370, Helsinki",60.22849995,24.85070424,2
10172,kerrostalo,58.5,959,Helsinki,0,0,"Kauppakartanonkatu 17, 00930, Helsinki",60.2080358,25.0831028,2
7321,kerrostalo,68.5,959,Helsinki,0,0,"Matruusinkatu 2, 00160, Helsinki",60.1667679,24.9748858,3
9016,kerrostalo,53,959,Helsinki,0,1,"Kontulankaari 2, 00940, Helsinki",60.2368342,25.07921777,2
10673,kerrostalo,65,959,Helsinki,0,0,"Kurkimäentie 1, 00940, Helsinki",60.2285286,25.07232306,2
4352,kerrostalo,50,959,Helsinki,0,0,"Piispantie 8, 00370, Helsinki",60.2286958,24.84512657,2
4506,kerrostalo,51,959,Helsinki,0,0,"Piispantie 8, 00370, Helsinki",60.2286958,24.84512657,2
13255,kerrostalo,37.5,959,Helsinki,0,0,"Stenbäckinkatu 5, 00250, Helsinki",60.1893724,24.9143103,2
5654,kerrostalo,35.5,959,Helsinki,0,0,"Nils Westermarckin, 00790, Helsinki",60.2303054,25.0455225,1
11728,kerrostalo,58,959,Helsinki,0,0,"Harustie 5, 00980, Helsinki",60.2037256,25.12295796,2
4245,kerrostalo,47.5,959,Helsinki,1,0,"Pohjavedenkatu 10, 00980, Helsinki",60.2055994,25.1376518,2
4551,kerrostalo,47.5,959,Helsinki,1,0,"Pohjavedenkatu 10, 00980, Helsinki",60.2055994,25.1376518,2
6598,kerrostalo,47.5,959,Helsinki,1,0,"Pohjavedenkatu 10, 00980, Helsinki",60.2055994,25.1376518,2
5050,kerrostalo,41,959,Helsinki,0,0,"Pohjavedenkatu 6, 00980, Helsinki",60.2058967,25.13797011,2
8631,kerrostalo,,959,Helsinki,0,0,"Venemestarintie 4, 00980, Helsinki",60.2067914,25.13171002,2
6604,kerrostalo,50.3,960,Helsinki,0,1,"Vihdintie 17, 00320, Helsinki",60.2121296,24.88743845,2
8214,kerrostalo,50.3,960,Helsinki,0,1,"Vihdintie 17, 00320, Helsinki",60.2121296,24.88743845,2
11518,kerrostalo,29,960,Helsinki,0,0,"Karibiankuja 4, 00220, Helsinki",,,1
11492,kerrostalo,62.5,960,Helsinki,0,0,"Klaneettitie 4, 00420, Helsinki",60.23757635,24.87664299,2
9781,kerrostalo,43,960,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
9821,kerrostalo,43.5,960,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
11923,kerrostalo,49.5,960,Helsinki,0,0,"Roihuvuorentie 6b, 00820, Helsinki",60.1965891,25.05341263,2
5638,rivitalo,25.5,960,Helsinki,0,0,"Pohjoinen Hesperiankatu, 00260, Helsinki",60.1772785,24.9240499,1
2453,kerrostalo,37.5,960,Helsinki,0,0,"Mechelininkatu 6, 00100, Helsinki",60.1709954,24.9201288,1
10051,kerrostalo,34.5,960,Helsinki,0,0,"Punakiventie 13, 00980, Helsinki",60.21284615,25.14279462,1
8869,kerrostalo,55.5,962,Helsinki,0,0,"Hanuripolku 6, 00420, Helsinki",60.2392383,24.88353266,2
4415,kerrostalo,42,963,Helsinki,0,0,"Malminkatu 36, 00100, Helsinki",60.1681216,24.9252051,1
9880,kerrostalo,65,963,Helsinki,0,0,"Ulappasaarentie 4, 00980, Helsinki",60.2105385,25.13730259,2
2000,kerrostalo,59.5,964,Helsinki,0,1,"Kaarlenkatu 3-5, 00530, Helsinki",60.1848357,24.9517632,2
7121,kerrostalo,59.5,964,Helsinki,0,1,"Kaarlenkatu 3-5, 00530, Helsinki",60.1848357,24.9517632,2
7487,kerrostalo,45.5,964,Helsinki,0,0,"Käsityöläisentie 4-10, 00750, Helsinki",60.2730599,25.0330896,2
8942,kerrostalo,47.5,964,Helsinki,0,0,"katu 3, 00560, Helsinki",60.1674098,24.9425769,2
5272,kerrostalo,41.5,965,Helsinki,0,0,"Porvoonkatu 3, 00510, Helsinki",60.1888995,24.95181,2
11454,kerrostalo,29,965,Helsinki,0,0,"Karibiankuja 4, 00220, Helsinki",,,1
11532,kerrostalo,30.5,965,Helsinki,0,0,"Karibiankuja 4, 00220, Helsinki",,,1
13949,kerrostalo,39,965,Helsinki,0,0,"Eerikinkatu 43, 00180, Helsinki",60.1639791,24.9248842,1
9788,kerrostalo,45.5,965,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
9790,kerrostalo,45.5,965,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
9831,kerrostalo,45.5,965,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
9834,kerrostalo,45.5,965,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
10831,kerrostalo,53.5,965,Helsinki,0,0,"Humikkalantie 37, 00920, Helsinki",60.2289945,25.09151108,2
3374,kerrostalo,53.5,965,Helsinki,0,0,"Lupajantie 4, 00970, Helsinki",60.23218875,25.1040496,2
7289,kerrostalo,54.5,965,Helsinki,0,0,"KONALANTIE 7, 00370, Helsinki",60.2282627,24.85168393,2
7287,kerrostalo,,965,Helsinki,0,0,"KONALANTIE 7, 00370, Helsinki",60.2282627,24.85168393,2
2368,kerrostalo,49.5,966,Helsinki,0,0,"Roihuvuorentie 6a, 00820, Helsinki",60.1960372,25.05289255,2
5174,kerrostalo,49.5,967,Helsinki,0,0,"Juustenintie 6, 00410, Helsinki",60.2447842,24.86651056,2
9860,kerrostalo,40.5,969,Helsinki,1,0,"Niittaajankatu 5, 00810, Helsinki",60.1912642,25.02799274,2
5099,kerrostalo,45,969,Helsinki,1,0,"Tulisuontie 20, 00930, Helsinki",60.20399815,25.07584843,2
6900,kerrostalo,55.5,969,Helsinki,0,0,"Kaustisenpolku 1, 00420, Helsinki",60.23898305,24.88105427,2
11626,kerrostalo,53,969,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,2
199,kerrostalo,50,969,Helsinki,0,0,"Näyttelijäntie 24, 00400, Helsinki",60.2325293,24.8927402,2
3153,kerrostalo,41.5,970,Helsinki,0,0,"Hiihtomäentie 21, 00810, Helsinki",60.19718635,25.0327083,2
1323,kerrostalo,,970,Helsinki,0,0,"Kanavakatu 1, 00160, Helsinki",60.16845275,24.95993224,1
9786,kerrostalo,,970,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
6537,kerrostalo,44.5,970,Helsinki,0,0,"Leikkikuja 2b, 00940, Helsinki",60.2421179,25.0841192,2
3418,kerrostalo,50,970,Helsinki,0,1,"Rakuunantie 18, 00330, Helsinki",60.2007711,24.8843709,2
16878,rivitalo,17,970,Helsinki,0,0,"Kutomotie 9, 00380, Helsinki",60.21588545,24.87115705,0
16537,kerrostalo,19,970,Helsinki,0,0,"Kutomotie 9, 00380, Helsinki",60.21588545,24.87115705,0
16963,kerrostalo,20,970,Helsinki,0,0,"Kutomotie 9, 00380, Helsinki",60.21588545,24.87115705,0
16868,kerrostalo,23,970,Helsinki,0,0,"Kutomotie 9, 00380, Helsinki",60.21588545,24.87115705,0
17161,kerrostalo,24,970,Helsinki,0,0,"Kutomotie 9, 00380, Helsinki",60.21588545,24.87115705,0
16876,kerrostalo,25,970,Helsinki,0,0,"Kutomotie 9, 00380, Helsinki",60.21588545,24.87115705,0
15845,kerrostalo,28,970,Helsinki,0,0,"Kutomotie 9, 00380, Helsinki",60.21588545,24.87115705,0
17065,kerrostalo,48,970,Helsinki,0,0,"Kutomotie 9, 00380, Helsinki",60.21588545,24.87115705,0
10670,kerrostalo,31,970,Helsinki,0,0,"Tuulensuunkuja 3, 00580, Helsinki",60.1908448,24.96773481,1
3029,kerrostalo,31.5,970,Helsinki,0,0,"Tuulensuunkuja 3, 00580, Helsinki",60.1908448,24.96773481,1
2367,kerrostalo,49.5,971,Helsinki,0,0,"Roihuvuorentie 6b, 00820, Helsinki",60.1965891,25.05341263,2
16485,kerrostalo,,973,Helsinki,0,0,"Uutiskatu 3, 00240, Helsinki",60.20382255,24.92020937,1
1765,kerrostalo,74.5,974,Helsinki,0,1,"Pihkatie 6, 00410, Helsinki",60.2519612,24.85678567,3
15947,kerrostalo,52,975,Helsinki,1,0,"Hellemäenpolku 10, 00350, Helsinki",60.2119113,24.88602282,2
10365,kerrostalo,39.5,975,Helsinki,0,0,"Haukilahdenkuja 13, 00550, Helsinki",60.1981276,24.9688808,1
7129,kerrostalo,41,975,Helsinki,0,0,"Castreninkatu 9-11, 00530, Helsinki",60.18502965,24.94731926,2
8269,kerrostalo,55.5,975,Helsinki,0,0,"Kaustisenpolku 1, 00420, Helsinki",60.23898305,24.88105427,2
9791,kerrostalo,45.5,975,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
9825,kerrostalo,45.5,975,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
9832,kerrostalo,45.5,975,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,2
16296,kerrostalo,,976,Helsinki,0,0,"Uutiskatu 3, 00240, Helsinki",60.20382255,24.92020937,1
2800,kerrostalo,46.5,978,Helsinki,0,0,"Leikkikuja 2b, 00940, Helsinki",60.2421179,25.0841192,2
11876,kerrostalo,53,978,Helsinki,0,0,"Suonotkontie 4, 00630, Helsinki",60.2329147,24.9346094,2
4845,kerrostalo,36,978,Helsinki,0,0,"Kutomotie 14, 00380, Helsinki",60.2155236,24.8703196,2
5104,kerrostalo,25,979,Helsinki,0,0,"Atlantinkatu 12, 00220, Helsinki",60.154442,24.91141842,1
6690,kerrostalo,25,979,Helsinki,0,0,"Atlantinkatu 12, 00220, Helsinki",60.154442,24.91141842,1
10032,kerrostalo,40,979,Helsinki,0,0,"Hämeentie 40, 00500, Helsinki",60.1852993,24.9603074,2
10027,kerrostalo,29.5,979,Helsinki,0,0,"Amiraalinkatu 2, 00160, Helsinki",60.1663072,24.9734989,1
3553,kerrostalo,59,979,Helsinki,0,0,"Pihkatie 5, 00410, Helsinki",60.2517602,24.85524726,2
12340,kerrostalo,43,979,Helsinki,0,0,"Pajamäentie 7, 00360, Helsinki",60.2191828,24.85637763,2
4732,kerrostalo,51,979,Helsinki,1,0,"Piispantie 3, 00370, Helsinki",60.22933795,24.84364444,2
8816,rivitalo,51,979,Helsinki,1,0,"Piispantie 3, 00370, Helsinki",60.22933795,24.84364444,2
10677,kerrostalo,53,979,Helsinki,1,0,"Piispantie 3, 00370, Helsinki",60.22933795,24.84364444,2
1353,luhtitalo,53,979,Helsinki,0,0,"Otto Brandtin, 00650, Helsinki",60.2296734,24.9743163,2
5937,kerrostalo,53.5,979,Helsinki,0,0,"Kivisaarentie 2, 00960, Helsinki",60.2198058,25.1390742,2
6768,kerrostalo,59.5,979,Helsinki,0,0,"Leikosaarentie 5, 00980, Helsinki",60.2021463,25.13595016,2
10559,kerrostalo,29.5,980,Helsinki,0,0,"Kotkankatu 9, 00510, Helsinki",60.1922982,24.9437718,1
2661,kerrostalo,40,980,Helsinki,0,0,"Väinämöisenkatu 21, 00100, Helsinki",60.1733218,24.9180224,2
274,rivitalo,50,980,Helsinki,0,0,"Näyttelijäntie 22, 00400, Helsinki",60.2313641,24.8920518,2
10425,kerrostalo,41,980,Helsinki,0,0,"Hämeentie 99, 00550, Helsinki",60.197828,24.9624413,1
5610,kerrostalo,31.5,980,Helsinki,0,0,"Aallonhalkoja 5-7, 00540, Helsinki",60.181824,24.979125,1
13392,kerrostalo,43,980,Helsinki,1,0,"Vähäntuvantie 6, 00390, Helsinki",60.2326951,24.84938637,2
1002,erillistalo,32,980,Helsinki,0,0,"Snellmaninkatu 23, 00170, Helsinki",60.1736065,24.9533978,1
14239,kerrostalo,49,980,Helsinki,0,0,"Taivaanvuohentie 7, 02000, Helsinki",60.16180215,24.88259138,2
885,kerrostalo,53,980,Helsinki,0,0,"Tankomäenkatu 8, 00950, Helsinki",60.2284206,25.1240518,2
696,kerrostalo,56,980,Helsinki,1,0,"Hiomotie 42, 00380, Helsinki",60.2190711,24.8702201,2
81,kerrostalo,49,980,Helsinki,0,0,"Lumikintie 7, 00820, Helsinki",60.20367325,25.05423139,2
2780,kerrostalo,34.5,980,Helsinki,0,0,"Neitsytpolku 6, 00140, Helsinki",60.1572383,24.9495131,1
5944,kerrostalo,48,980,Helsinki,0,0,"katu 11, 00100, Helsinki",60.1674098,24.9425769,2
14122,kerrostalo,54.5,985,Helsinki,0,0,"Paahtajankuja 1, 00990, Helsinki",,,1
206,kerrostalo,68,986,Helsinki,1,1,"Varustuksentie 1, 00940, Helsinki",60.23990095,25.0671993,2
11303,kerrostalo,29.5,989,Helsinki,0,0,"Töölönkatu 11-15, 00100, Helsinki",60.1768589,24.9292281,1
6871,kerrostalo,58.5,989,Helsinki,0,0,"Kauppakartanonkatu 17, 00930, Helsinki",60.2080358,25.0831028,2
8799,kerrostalo,,989,Helsinki,0,0,"Kauppakartanonkatu 17, 00930, Helsinki",60.2080358,25.0831028,2
109,kerrostalo,62.5,989,Helsinki,0,1,"Kivikonkaari 43, 00940, Helsinki",60.2402001,25.0720965,2
9879,kerrostalo,52.5,989,Helsinki,0,1,"Leikosaarentie 26, 00990, Helsinki",60.2041684,25.146502,2
13615,kerrostalo,45,990,Helsinki,0,0,"Karjalankatu 8, 00520, Helsinki",60.19302715,24.93853346,1
1404,kerrostalo,38.5,990,Helsinki,0,0,"Yhteiskouluntie 3, 00320, Helsinki",60.2130071,24.887936,1
12371,kerrostalo,20,990,Helsinki,0,0,"Töölönkatu 11, 00100, Helsinki",60.1768589,24.9292281,1
14694,kerrostalo,25,990,Helsinki,0,0,"Väinämöisenkatu 5, 00100, Helsinki",60.171011,24.9190757,1
12710,kerrostalo,51,990,Helsinki,0,0,"Näyttelijäntie 22, 00400, Helsinki",60.2313641,24.8920518,2
2628,kerrostalo,38.5,990,Helsinki,0,0,"Kolmas Linja, 00530, Helsinki",60.1817495,24.9509398,1
1118,kerrostalo,51.5,990,Helsinki,1,0,"Sorsavuorenkatu 14, 00810, Helsinki",60.18777125,25.03355821,2
10378,kerrostalo,48.5,990,Helsinki,0,0,"Kauppakartanonkuja 3, 00930, Helsinki",60.20795035,25.07713668,2
9899,kerrostalo,38,990,Helsinki,0,0,"Hietasaarenkuja 3a, 00220, Helsinki",60.1596061,24.91935105,1
14821,kerrostalo,32.5,990,Helsinki,0,0,"Jaalaranta 8, 00180, Helsinki",60.1607904,24.9128419,1
